id,name,bodyPart,target,equipment,secondaryMuscles,category,difficulty,instruction_count,gifUrl,source
0011,assisted hanging knee raise,waist,abs,assisted,hip flexors,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0011-03lzqwk.gif,github
0010,assisted hanging knee raise with throw down,waist,abs,assisted,hip flexors; lower back,waist,,4,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0010-8K0w2yA.gif,github
0012,assisted lying leg raise with lateral throw down,waist,abs,assisted,hip flexors; obliques,waist,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0012-UGhRD1A.gif,github
0013,assisted lying leg raise with throw down,waist,abs,assisted,hip flexors; quadriceps,waist,,8,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0013-VX5YKR5.gif,github
0016,assisted prone hamstring,upper legs,hamstrings,assisted,glutes; lower back,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0016-VedGSby.gif,github
1758,assisted sit-up,waist,abs,assisted,hip flexors,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1758-aumB2IV.gif,github
0018,assisted standing triceps extension (with towel),upper arms,triceps,assisted,shoulders,upper arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0018-7HcfMBP.gif,github
1512,all fours squad stretch,upper legs,quads,body weight,hamstrings; glutes,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1512-qBcKorM.gif,github
1368,ankle circles,lower legs,calves,body weight,ankle stabilizers,lower legs,,4,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1368-uL9CsKm.gif,github
1708,assisted lying calves stretch,lower legs,calves,assisted,hamstrings,lower legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1708-GxDwDX0.gif,github
1709,assisted lying glutes stretch,upper legs,glutes,assisted,hamstrings,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1709-yn0LjwL.gif,github
1710,assisted lying gluteus and piriformis stretch,upper legs,glutes,assisted,hamstrings,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1710-RQNVT10.gif,github
1713,assisted prone lying quads stretch,upper legs,quads,assisted,hamstrings; glutes,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1713-YUYAMEj.gif,github
1714,assisted prone rectus femoris stretch,waist,abs,assisted,quadriceps,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1714-2Ryn564.gif,github
1716,assisted seated pectoralis major stretch with stability ball,chest,pectorals,assisted,shoulders; triceps,chest,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1716-RoV1Rfa.gif,github
1712,assisted side lying adductor stretch,upper legs,adductors,assisted,hamstrings; glutes,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1712-hC6oYY5.gif,github
1405,back pec stretch,back,lats,body weight,shoulders; chest,back,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1405-chfnQnM.gif,github
0984,band lying hip internal rotation,upper legs,glutes,band,hamstrings; quadriceps,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0984-vIICElP.gif,github
0996,band seated hip internal rotation,upper legs,glutes,band,hamstrings; quadriceps,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0996-9gbyYKk.gif,github
1259,behind head chest stretch,chest,pectorals,assisted,shoulders; triceps,chest,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1259-QoHIhPl.gif,github
1319,cable palm rotational row,back,upper back,cable,biceps; forearms,back,,8,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1319-OmQ8w0p.gif,github
0216,cable seated shoulder internal rotation,shoulders,delts,cable,rotator cuff; triceps,shoulders,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0216-YPoVrBi.gif,github
0235,cable standing shoulder external rotation,shoulders,delts,cable,rotator cuff; trapezius,shoulders,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0235-FWdVhcW.gif,github
1407,calf push stretch with hands against wall,lower legs,calves,body weight,hamstrings,lower legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1407-PzNxakt.gif,github
1377,calf stretch with hands against wall,lower legs,calves,body weight,hamstrings,lower legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1377-m0tCHqc.gif,github
1378,calf stretch with rope,lower legs,calves,rope,hamstrings,lower legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1378-1LVFcEn.gif,github
1548,chair leg extended stretch,upper legs,quads,body weight,hamstrings; calves,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1548-xGgAGPm.gif,github
1271,chest and front of shoulder stretch,chest,pectorals,body weight,deltoids,chest,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1271-Uto7l43.gif,github
1272,chest stretch with exercise ball,chest,pectorals,stability ball,shoulders; triceps,chest,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1272-ykA5tU7.gif,github
0257,circles knee stretch,lower legs,calves,body weight,hamstrings; quadriceps,lower legs,,4,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0257-X7jbxra.gif,github
0863,dumbbell lying external shoulder rotation,shoulders,delts,dumbbell,rotator cuff; triceps,shoulders,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0863-bmBf7LN.gif,github
1329,dumbbell palm rotational bent over row,back,upper back,dumbbell,biceps; forearms,back,,8,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1329-wt6rwjk.gif,github
0386,dumbbell rotation reverse fly,shoulders,delts,dumbbell,trapezius; rhomboids,shoulders,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0386-prbWx1D.gif,github
0864,dumbbell upright shoulder external rotation,shoulders,delts,dumbbell,rotator cuff; trapezius,shoulders,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0864-x306lCW.gif,github
1167,dynamic chest stretch (male),chest,pectorals,body weight,shoulders; triceps,chest,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1167-3uj0Ozg.gif,github
1336,exercise ball back extension with rotation,back,spine,stability ball,glutes; hamstrings,back,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1336-WVD66ff.gif,github
1559,exercise ball hip flexor stretch,upper legs,glutes,stability ball,quadriceps; hamstrings,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1559-2LQkNPW.gif,github
1339,exercise ball lat stretch,back,lats,stability ball,shoulders; triceps,back,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1339-sM84pE4.gif,github
1341,exercise ball lower back stretch (pyramid),back,lats,stability ball,glutes; hamstrings,back,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1341-yU7w7CA.gif,github
1342,exercise ball lying side lat stretch,back,lats,stability ball,shoulders; triceps,back,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1342-rTbyBYV.gif,github
1416,exercise ball one leg prone lower body rotation,upper legs,glutes,stability ball,hamstrings; quadriceps; core,upper legs,,8,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1416-M72BExt.gif,github
1560,exercise ball seated hamstring stretch,upper legs,hamstrings,stability ball,glutes; lower back,upper legs,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1560-yRYyfdA.gif,github
1745,exercise ball seated triceps stretch,upper arms,triceps,stability ball,shoulders,upper arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1745-7ePTw4B.gif,github
0456,flexion leg sit up (bent knee),waist,abs,body weight,hip flexors,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0456-AR0ig3o.gif,github
0457,flexion leg sit up (straight arm),waist,abs,body weight,hip flexors; quadriceps,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0457-KZn52RC.gif,github
1511,hamstring stretch,upper legs,hamstrings,body weight,glutes,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1511-99rWm7w.gif,github
1564,intermediate hip flexor and quad stretch,upper legs,quads,rope,hamstrings; glutes,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1564-tFGKm99.gif,github
1419,iron cross stretch,upper legs,glutes,body weight,hamstrings; quadriceps,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1419-pZwUsKB.gif,github
1346,kneeling lat stretch,back,lats,body weight,shoulders; triceps,back,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1346-f38OEuO.gif,github
1576,leg up hamstring stretch,upper legs,hamstrings,body weight,glutes,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1576-sU5BrfP.gif,github
0613,lying (side) quads stretch,upper legs,quads,body weight,hamstrings,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0613-BWnJR72.gif,github
1403,neck side stretch,neck,levator scapulae,body weight,trapezius; sternocleidomastoid,neck,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1403-x2chWLO.gif,github
0643,overhead triceps stretch,upper arms,triceps,body weight,shoulders,upper arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0643-Z5YStHW.gif,github
1388,peroneals stretch,lower legs,calves,rope,ankles; feet,lower legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1388-XhfS1DZ.gif,github
1389,posterior tibialis stretch,lower legs,calves,rope,hamstrings; quadriceps,lower legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1389-DEEqoI2.gif,github
0669,rear deltoid stretch,shoulders,delts,body weight,trapezius; rhomboids,shoulders,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0669-xifhB5W.gif,github
2571,rocking frog stretch,upper legs,glutes,body weight,hamstrings; quadriceps,upper legs,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2571-2Dk4xQV.gif,github
2208,roller back stretch,back,spine,roller,hamstrings; glutes,back,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2208-isofgzg.gif,github
2205,roller hip lat stretch,upper legs,glutes,roller,hamstrings; quadriceps,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2205-0L2KwtI.gif,github
2202,roller hip stretch,upper legs,glutes,roller,hamstrings; quadriceps,upper legs,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2202-oMypNrz.gif,github
2207,roller side lat stretch,back,lats,roller,shoulders; triceps,back,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2207-c3Pfhti.gif,github
1390,seated calf stretch (male),lower legs,calves,body weight,hamstrings,lower legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1390-17bqEXD.gif,github
1424,seated glute stretch,upper legs,glutes,body weight,hamstrings,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1424-DeDThfG.gif,github
0690,seated lower back stretch,back,lats,body weight,glutes; hamstrings,back,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0690-QFmz6ch.gif,github
2567,seated piriformis stretch,upper legs,glutes,body weight,hamstrings,upper legs,,4,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2567-QY39eBr.gif,github
1358,side lying floor stretch,back,lats,body weight,obliques; glutes,back,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1358-jDOKRM5.gif,github
0716,side push neck stretch,neck,levator scapulae,body weight,trapezius; sternocleidomastoid,neck,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0716-oQRJYkC.gif,github
0721,side wrist pull stretch,lower arms,forearms,body weight,wrists; hands,lower arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0721-UtmIqcI.gif,github
3645,single leg bridge with outstretched leg,upper legs,glutes,body weight,hamstrings; quadriceps,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3645-rmEukuS.gif,github
1363,spine stretch,back,spine,body weight,hamstrings; glutes,back,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1363-JbC2iaV.gif,github
1398,standing calves calf stretch,lower legs,calves,body weight,hamstrings; glutes,lower legs,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1398-qOKcgVP.gif,github
1599,standing hamstring and calf stretch with strap,upper legs,hamstrings,rope,calves,upper legs,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1599-xTjr103.gif,github
0794,standing lateral stretch,back,lats,body weight,shoulders; obliques,back,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0794-1jXLYEw.gif,github
0817,triceps stretch,upper arms,triceps,body weight,shoulders,upper arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0817-uOV3Itw.gif,github
1365,upper back stretch,back,upper back,body weight,shoulders,back,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1365-GSDioYu.gif,github
3642,weighted stretch lunge,upper legs,glutes,weighted,quadriceps; hamstrings; calves,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3642-13VW2VO.gif,github
1604,world greatest stretch,upper legs,hamstrings,body weight,glutes; quadriceps; calves,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1604-DFGXwZr.gif,github
1428,wrist circles,lower arms,forearms,body weight,hands; wrists,lower arms,,4,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1428-2zNKRUB.gif,github
0003,air bike,waist,abs,body weight,hip flexors,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0003-1ZFqTDN.gif,github
3220,astride jumps (male),cardio,cardiovascular system,body weight,quadriceps; hamstrings; calves,cardio,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3220-f9lVSSI.gif,github
3672,back and forth step,cardio,cardiovascular system,body weight,quadriceps; hamstrings; glutes; calves,cardio,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3672-fNGumX0.gif,github
0972,band bicycle crunch,waist,abs,band,hip flexors; obliques,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0972-tZkGYZ9.gif,github
0985,band kneeling twisting crunch,waist,abs,band,obliques,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0985-225x2Vd.gif,github
1005,band standing crunch,waist,abs,band,obliques,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1005-Kzg30R7.gif,github
1007,band standing twisting crunch,waist,abs,band,obliques,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1007-euq4pwp.gif,github
3360,bear crawl,cardio,cardiovascular system,body weight,core; shoulders; triceps,cardio,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3360-0Yz8WdV.gif,github
1160,burpee,cardio,cardiovascular system,body weight,quadriceps; hamstrings; calves; shoulders; chest,cardio,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1160-dK9394r.gif,github
0175,cable kneeling crunch,waist,abs,cable,obliques,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0175-WW95auq.gif,github
0873,cable reverse crunch,waist,abs,cable,hip flexors,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0873-RqOtqD7.gif,github
0212,cable seated crunch,waist,abs,cable,obliques,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0212-8xUv4J7.gif,github
0221,cable side bend crunch (bosu ball),waist,abs,cable,obliques,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0221-qatbkEd.gif,github
0223,cable side crunch,waist,abs,cable,obliques,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0223-q2ADGqV.gif,github
0226,cable standing crunch,waist,abs,cable,obliques,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0226-jpgqxiS.gif,github
0874,cable standing crunch (with rope attachment),waist,abs,cable,obliques,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0874-XU3ePuv.gif,github
0242,cable tuck reverse crunch,waist,abs,cable,hip flexors,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0242-TXtXc84.gif,github
0262,cross body crunch,waist,abs,body weight,obliques,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0262-rbu5UUb.gif,github
0267,crunch (hands overhead),waist,abs,body weight,hip flexors,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0267-kjJ3VoQ.gif,github
0272,"crunch (on stability ball, arms straight)",waist,abs,stability ball,hip flexors,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0272-Sn8wxAI.gif,github
0271,crunch (on stability ball),waist,abs,stability ball,hip flexors,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0271-MCUhf1F.gif,github
0274,crunch floor,waist,abs,body weight,hip flexors,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0274-TFqbd8t.gif,github
2331,cycle cross trainer,cardio,cardiovascular system,leverage machine,quadriceps; hamstrings; glutes,cardio,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2331-XSCHmiI.gif,github
0277,decline crunch,waist,abs,body weight,hip flexors,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0277-9Ap7miY.gif,github
1201,dumbbell burpee,cardio,cardiovascular system,dumbbell,quadriceps; hamstrings; calves; shoulders; triceps; core,cardio,,8,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1201-0JtKWum.gif,github
2133,farmers walk,upper legs,quads,dumbbell,calves; forearms; core,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2133-qPEzJjA.gif,github
2429,frog crunch,waist,abs,body weight,hip flexors,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2429-FFRP97T.gif,github
0469,groin crunch,waist,abs,body weight,hip flexors; inner thighs,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0469-mWppALS.gif,github
3221,half knee bends (male),cardio,cardiovascular system,body weight,quadriceps; hamstrings; glutes,cardio,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3221-ia6kIIl.gif,github
2139,hands bike,chest,pectorals,upper body ergometer,triceps; shoulders,chest,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2139-pAIWRGu.gif,github
3636,high knee against wall,cardio,cardiovascular system,body weight,quadriceps; hamstrings; glutes; calves,cardio,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3636-ealLwvX.gif,github
0501,jack burpee,cardio,cardiovascular system,body weight,quadriceps; hamstrings; calves; shoulders; triceps; core,cardio,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0501-mr7pkqP.gif,github
3224,jack jump (male),cardio,cardiovascular system,body weight,quadriceps; calves,cardio,,4,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3224-1g5bPpA.gif,github
2612,jump rope,cardio,cardiovascular system,rope,calves; quadriceps; hamstrings; glutes,cardio,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2612-e1e76I2.gif,github
3640,knee touch crunch,waist,abs,body weight,hip flexors,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3640-dTg95eZ.gif,github
1452,lever seated crunch,waist,abs,leverage machine,obliques,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1452-Wgaz7pm.gif,github
0595,lever seated crunch (chest pad),waist,abs,leverage machine,obliques,waist,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0595-ZnJHhMk.gif,github
3760,lever seated crunch v. 2,waist,abs,leverage machine,obliques; hip flexors,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3760-eXFXCY0.gif,github
0600,lever seated leg raise crunch,waist,abs,leverage machine,hip flexors,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0600-PQ2AtC3.gif,github
1312,medicine ball chest push with run release,chest,pectorals,medicine ball,triceps; shoulders; core,chest,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1312-pX9Elbe.gif,github
0628,monster walk,upper legs,glutes,body weight,hamstrings; quadriceps,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0628-O95afRA.gif,github
0630,mountain climber,cardio,cardiovascular system,body weight,core; shoulders; triceps,cardio,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0630-RJgzwny.gif,github
0634,negative crunch,waist,abs,body weight,hip flexors,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0634-szIn2UK.gif,github
1495,oblique crunch v. 2,waist,abs,body weight,obliques,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1495-cJgSTmh.gif,github
0635,oblique crunches floor,waist,abs,body weight,obliques,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0635-QUDd8WS.gif,github
3638,push to run,cardio,cardiovascular system,body weight,quadriceps; hamstrings; calves,cardio,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3638-PrQbjvB.gif,github
0872,reverse crunch,waist,abs,body weight,hip flexors,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0872-nCU1Ekp.gif,github
2206,roller reverse crunch,waist,abs,roller,hip flexors,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2206-SKXQAx3.gif,github
0685,run,cardio,cardiovascular system,body weight,quadriceps; hamstrings; calves,cardio,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0685-oLrKqDH.gif,github
0684,run (equipment),cardio,cardiovascular system,body weight,quadriceps; hamstrings; calves,cardio,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0684-y5p0H8a.gif,github
1585,runners stretch,upper legs,hamstrings,body weight,calves; quadriceps,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1585-0mB6wHO.gif,github
3219,scissor jumps (male),cardio,cardiovascular system,body weight,quadriceps; hamstrings; calves,cardio,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3219-Eh2v5Iu.gif,github
0691,seated side crunch (wall),waist,abs,body weight,obliques,waist,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0691-Y9hNPcN.gif,github
3222,semi squat jump (male),cardio,cardiovascular system,body weight,quadriceps; hamstrings; calves,cardio,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3222-6FMU51h.gif,github
3656,short stride run,cardio,cardiovascular system,body weight,quadriceps; hamstrings; calves,cardio,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3656-CcWEoWV.gif,github
3361,skater hops,cardio,cardiovascular system,body weight,quadriceps; hamstrings; glutes; calves,cardio,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3361-zfNHMN9.gif,github
3671,ski step,cardio,cardiovascular system,body weight,quadriceps; hamstrings; glutes; calves,cardio,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3671-5MRH8H2.gif,github
0769,smith sprint lunge,upper legs,glutes,smith machine,quadriceps; hamstrings; calves,upper legs,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0769-HsjbB1z.gif,github
2297,stability ball crunch (full range hands behind head),waist,abs,stability ball,hip flexors,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2297-Gn5FwYT.gif,github
3223,star jump (male),cardio,cardiovascular system,body weight,quadriceps; hamstrings; calves,cardio,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3223-HtfCpfi.gif,github
2138,stationary bike run v. 3,cardio,cardiovascular system,stationary bike,quadriceps; hamstrings; calves,cardio,,8,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2138-H1PESYI.gif,github
0798,stationary bike walk,cardio,cardiovascular system,leverage machine,quadriceps; hamstrings; calves,cardio,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0798-a8VDgLw.gif,github
0807,suspended reverse crunch,waist,abs,body weight,hip flexors,waist,,4,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0807-R1WYG5D.gif,github
3318,swing 360,cardio,cardiovascular system,body weight,shoulders; core,cardio,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3318-tnaj0mT.gif,github
0871,tuck crunch,waist,abs,body weight,hip flexors,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0871-BMMolZ3.gif,github
2141,walk elliptical cross trainer,cardio,cardiovascular system,elliptical machine,quadriceps; hamstrings; glutes; calves,cardio,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2141-rjtuP6X.gif,github
3655,walking high knees lunge,cardio,cardiovascular system,body weight,quadriceps; hamstrings; glutes; calves,cardio,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3655-J9zIWig.gif,github
1460,walking lunge,upper legs,glutes,body weight,quadriceps; hamstrings; calves,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1460-IZVHb27.gif,github
3666,walking on incline treadmill,cardio,cardiovascular system,leverage machine,quadriceps; hamstrings; calves,cardio,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3666-rjiM4L3.gif,github
2311,walking on stepmill,cardio,cardiovascular system,stepmill machine,quadriceps; hamstrings; glutes; calves,cardio,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2311-j9Q5crt.gif,github
0832,weighted crunch,waist,abs,weighted,obliques,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0832-s8nrDXF.gif,github
