id,name,bodyPart,target,equipment,secondaryMuscles,category,difficulty,instruction_count,gifUrl,source
0069,barbell overhead squat,upper legs,quads,barbell,glutes; hamstrings; calves; core,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0069-gfk9kD4.gif,github
1411,barbell palms down wrist curl over a bench,lower arms,forearms,barbell,biceps; brachialis,lower arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1411-yzYH9pI.gif,github
1412,barbell palms up wrist curl over a bench,lower arms,forearms,barbell,biceps; shoulders,lower arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1412-SJAA2IQ.gif,github
3017,barbell pendlay row,back,upper back,barbell,biceps; forearms,back,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3017-r0z6xzQ.gif,github
1751,barbell pin presses,upper arms,triceps,barbell,shoulders,upper arms,,8,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1751-bndCa3Q.gif,github
0070,barbell preacher curl,upper arms,biceps,barbell,forearms,upper arms,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0070-qOgPVf6.gif,github
0071,barbell press sit-up,waist,abs,barbell,shoulders; chest,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0071-wnEscH8.gif,github
0072,barbell prone incline curl,upper arms,biceps,barbell,forearms,upper arms,,9,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0072-WLvTAv5.gif,github
0073,barbell pullover,back,lats,barbell,chest; triceps,back,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0073-i6LWjok.gif,github
0022,barbell pullover to press,back,lats,barbell,triceps; chest; shoulders,back,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0022-znLogoF.gif,github
0074,barbell rack pull,upper legs,glutes,barbell,hamstrings; lower back,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0074-za9Ni4z.gif,github
0075,barbell rear delt raise,shoulders,delts,barbell,traps; rhomboids,shoulders,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0075-Ln9iTbU.gif,github
0076,barbell rear delt row,shoulders,delts,barbell,trapezius; rhomboids; biceps,shoulders,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0076-S9zHIvU.gif,github
0078,barbell rear lunge,upper legs,glutes,barbell,quadriceps; hamstrings; calves,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0078-VaP75jl.gif,github
0077,barbell rear lunge v. 2,upper legs,glutes,barbell,quadriceps; hamstrings; calves,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0077-62Nw60O.gif,github
0079,barbell revers wrist curl v. 2,lower arms,forearms,barbell,biceps; brachialis,lower arms,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0079-qDnGfDb.gif,github
2187,barbell reverse close-grip bench press,upper arms,triceps,barbell,chest; shoulders,upper arms,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2187-YqJw82s.gif,github
0080,barbell reverse curl,upper arms,biceps,barbell,forearms,upper arms,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0080-xNrS20v.gif,github
0118,barbell reverse grip bent over row,back,upper back,barbell,biceps; forearms,back,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0118-SzX3uzM.gif,github
1256,barbell reverse grip decline bench press,chest,pectorals,barbell,triceps; shoulders,chest,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1256-DotAgEF.gif,github
1257,barbell reverse grip incline bench press,chest,pectorals,barbell,triceps; shoulders,chest,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1257-DU7I633.gif,github
1317,barbell reverse grip incline bench row,back,upper back,barbell,biceps; forearms,back,,8,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1317-8d8qJQI.gif,github
1721,barbell reverse grip skullcrusher,upper arms,triceps,barbell,forearms,upper arms,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1721-yRLPCLu.gif,github
0081,barbell reverse preacher curl,upper arms,biceps,barbell,forearms,upper arms,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0081-4LIG9xr.gif,github
0082,barbell reverse wrist curl,lower arms,forearms,barbell,biceps; brachialis,lower arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0082-LsZkfU6.gif,github
0084,barbell rollerout,waist,abs,barbell,lower back,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0084-7M66AVi.gif,github
0083,barbell rollerout from bench,waist,abs,barbell,shoulders; triceps,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0083-Gxg9lDc.gif,github
0085,barbell romanian deadlift,upper legs,glutes,barbell,hamstrings; lower back,upper legs,,8,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0085-wQ2c4XD.gif,github
0086,barbell seated behind head military press,shoulders,delts,barbell,triceps; upper back,shoulders,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0086-ngPpyRS.gif,github
0087,barbell seated bradford rocky press,shoulders,delts,barbell,triceps; upper back,shoulders,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0087-0dCyly0.gif,github
0088,barbell seated calf raise,lower legs,calves,barbell,hamstrings; quadriceps,lower legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0088-ktsFQAZ.gif,github
1371,barbell seated calf raise,lower legs,calves,barbell,hamstrings,lower legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1371-ipvgBnC.gif,github
1718,barbell seated close grip behind neck triceps extension,upper arms,triceps,barbell,shoulders,upper arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1718-4CBIBOM.gif,github
0089,barbell seated close-grip concentration curl,upper arms,biceps,barbell,forearms,upper arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0089-1V1gj1u.gif,github
0090,barbell seated good morning,upper legs,glutes,barbell,hamstrings; lower back,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0090-d960PgE.gif,github
0091,barbell seated overhead press,shoulders,delts,barbell,triceps; upper back,shoulders,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0091-kTbSH9h.gif,github
0092,barbell seated overhead triceps extension,upper arms,triceps,barbell,shoulders,upper arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0092-5uFK1xr.gif,github
0094,barbell seated twist,waist,abs,barbell,obliques; lower back,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0094-dFSNDOA.gif,github
0095,barbell shrug,back,traps,barbell,shoulders,back,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0095-dG7tG5y.gif,github
0096,barbell side bent v. 2,waist,abs,barbell,obliques; lower back,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0096-i4JkUaL.gif,github
0098,barbell side split squat,upper legs,quads,barbell,glutes; hamstrings; calves,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0098-W31mMjd.gif,github
0097,barbell side split squat v. 2,upper legs,quads,barbell,glutes; hamstrings; calves,upper legs,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0097-HUEqZ1y.gif,github
1756,barbell single leg deadlift,upper legs,glutes,barbell,hamstrings; lower back,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1756-gEyURal.gif,github
0099,barbell single leg split squat,upper legs,quads,barbell,glutes; hamstrings; calves,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0099-gGNQmVt.gif,github
2799,barbell sitted alternate leg raise,waist,abs,barbell,hip flexors,waist,,4,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2799-G7xoEzr.gif,github
2800,barbell sitted alternate leg raise (female),waist,abs,barbell,hip flexors; quadriceps,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2800-BCs0G2F.gif,github
0100,barbell skier,shoulders,delts,barbell,triceps; core,shoulders,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0100-4Leypho.gif,github
0101,barbell speed squat,upper legs,glutes,barbell,quadriceps; hamstrings; calves,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0101-euI1BwR.gif,github
2810,barbell split squat v. 2,upper legs,quads,barbell,glutes; hamstrings; calves,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2810-HBYyX94.gif,github
0102,barbell squat (on knees),upper legs,quads,barbell,glutes; hamstrings; calves,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0102-oR7O9LW.gif,github
2798,barbell squat jump step rear lunge,upper legs,quads,barbell,glutes; hamstrings; calves,upper legs,,8,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2798-RYcV1kH.gif,github
0103,barbell standing ab rollerout,waist,abs,barbell,shoulders; lower back,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0103-xnInPfE.gif,github
0104,barbell standing back wrist curl,lower arms,forearms,barbell,biceps; shoulders,lower arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0104-2qTvJAZ.gif,github
0105,barbell standing bradford press,shoulders,delts,barbell,triceps; upper back,shoulders,,4,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0105-dCPESfR.gif,github
1372,barbell standing calf raise,lower legs,calves,barbell,hamstrings; glutes,lower legs,,4,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1372-8ozhUIZ.gif,github
0106,barbell standing close grip curl,upper arms,biceps,barbell,forearms,upper arms,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0106-4dUn2iv.gif,github
1456,barbell standing close grip military press,shoulders,delts,barbell,triceps; upper back,shoulders,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1456-wdRZISl.gif,github
2414,barbell standing concentration curl,upper arms,biceps,barbell,forearms,upper arms,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2414-vsMcDi9.gif,github
0107,barbell standing front raise over head,shoulders,delts,barbell,triceps; upper back,shoulders,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0107-S8mo30S.gif,github
0108,barbell standing leg calf raise,lower legs,calves,barbell,hamstrings; glutes,lower legs,,4,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0108-rGwhJ5o.gif,github
0109,barbell standing overhead triceps extension,upper arms,triceps,barbell,shoulders,upper arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0109-dZl9Q27.gif,github
0110,barbell standing reverse grip curl,upper arms,biceps,barbell,forearms,upper arms,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0110-LWuA3aZ.gif,github
0111,barbell standing rocking leg calf raise,lower legs,calves,barbell,hamstrings; quadriceps,lower legs,,4,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0111-6HiHHe0.gif,github
0112,barbell standing twist,waist,abs,barbell,obliques; lower back,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0112-yQe5HpE.gif,github
1629,barbell standing wide grip biceps curl,upper arms,biceps,barbell,forearms,upper arms,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1629-faHKVkK.gif,github
1457,barbell standing wide military press,shoulders,delts,barbell,triceps; upper back,shoulders,,4,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1457-Kyd9Rz5.gif,github
0113,barbell standing wide-grip curl,upper arms,biceps,barbell,forearms; shoulders,upper arms,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0113-NdIb5Z1.gif,github
0114,barbell step-up,upper legs,glutes,barbell,quadriceps; hamstrings; calves,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0114-Kxquu2E.gif,github
0115,barbell stiff leg good morning,upper legs,glutes,barbell,hamstrings; lower back,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0115-JrOHAZc.gif,github
0116,barbell straight leg deadlift,upper legs,hamstrings,barbell,glutes; lower back,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0116-hrVQWvE.gif,github
0117,barbell sumo deadlift,upper legs,glutes,barbell,hamstrings; quadriceps; lower back,upper legs,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0117-KgI0tqW.gif,github
3305,barbell thruster,shoulders,delts,barbell,quadriceps; glutes; hamstrings; core,shoulders,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3305-f7Y9eDZ.gif,github
0120,barbell upright row,shoulders,delts,barbell,traps; biceps,shoulders,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0120-UDlhcO8.gif,github
0119,barbell upright row v. 2,shoulders,delts,barbell,traps; biceps,shoulders,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0119-83HoW9X.gif,github
0121,barbell upright row v. 3,shoulders,delts,barbell,traps; biceps,shoulders,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0121-fI18Rbc.gif,github
0122,barbell wide bench press,chest,pectorals,barbell,shoulders; triceps,chest,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0122-JsKq9so.gif,github
1258,barbell wide reverse grip bench press,chest,pectorals,barbell,triceps; shoulders,chest,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1258-945zpRg.gif,github
0124,barbell wide squat,upper legs,quads,barbell,glutes; hamstrings; calves,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0124-s7HX1BY.gif,github
0123,barbell wide-grip upright row,shoulders,delts,barbell,traps; biceps,shoulders,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0123-RgJDRR1.gif,github
0126,barbell wrist curl,lower arms,forearms,barbell,biceps; brachialis,lower arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0126-82LxxkW.gif,github
0125,barbell wrist curl v. 2,lower arms,forearms,barbell,biceps; brachialis,lower arms,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0125-6kSxYnw.gif,github
0127,barbell zercher squat,upper legs,glutes,barbell,quadriceps; hamstrings; calves; core,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0127-LSTChY9.gif,github
3212,basic toe touch (male),upper legs,glutes,body weight,hamstrings; calves,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3212-BbfB8Gb.gif,github
0128,battling ropes,shoulders,delts,rope,forearms; core,shoulders,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0128-RJa4tCo.gif,github
0129,bench dip (knees bent),upper arms,triceps,body weight,chest; shoulders,upper arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0129-RrLske5.gif,github
1399,bench dip on floor,upper arms,triceps,body weight,chest; shoulders,upper arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1399-9RT8oQW.gif,github
0130,bench hip extension,upper legs,glutes,body weight,hamstrings,upper legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0130-u27Kcdz.gif,github
3019,bench pull-ups,back,lats,body weight,biceps; forearms,back,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3019-mExgrF9.gif,github
3639,bent knee lying twist (male),upper legs,glutes,body weight,obliques; hip flexors,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3639-6sYyrRX.gif,github
1770,biceps leg concentration curl,upper arms,biceps,body weight,forearms,upper arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1770-sJFIDIp.gif,github
0139,biceps narrow pull-ups,upper arms,biceps,body weight,forearms; shoulders,upper arms,,4,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0139-50BETrz.gif,github
0140,biceps pull-up,upper arms,biceps,body weight,forearms; shoulders,upper arms,,4,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0140-guT8YnS.gif,github
0137,body-up,upper arms,triceps,body weight,chest; shoulders,upper arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0137-U6G2gk9.gif,github
3543,bodyweight drop jump squat,upper legs,glutes,body weight,quadriceps; hamstrings; calves,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3543-wfotm7S.gif,github
3544,bodyweight incline side plank,waist,abs,body weight,obliques; shoulders,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3544-5VXmnV5.gif,github
1771,bodyweight kneeling triceps extension,upper arms,triceps,body weight,shoulders; chest,upper arms,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1771-s0HKO2I.gif,github
1769,bodyweight side lying biceps curl,upper arms,biceps,body weight,forearms,upper arms,,4,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1769-gscGLOU.gif,github
3168,bodyweight squatting row,back,upper back,body weight,biceps; shoulders,back,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3168-3xK09Sk.gif,github
3167,bodyweight squatting row (with towel),back,upper back,body weight,biceps; shoulders,back,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3167-BReCuOn.gif,github
1373,bodyweight standing calf raise,lower legs,calves,body weight,ankles; feet,lower legs,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1373-bJYHBIN.gif,github
3156,bodyweight standing close-grip one arm row,back,upper back,body weight,biceps; forearms,back,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3156-v2DfH14.gif,github
3158,bodyweight standing close-grip row,back,upper back,body weight,biceps; forearms,back,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3158-tig3PXb.gif,github
3162,bodyweight standing one arm row,back,upper back,body weight,biceps; forearms,back,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3162-xbkPfaw.gif,github
3161,bodyweight standing one arm row (with towel),back,upper back,body weight,biceps; forearms,back,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3161-O4oIqQD.gif,github
3166,bodyweight standing row,back,upper back,body weight,biceps; shoulders,back,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3166-wd4ds3s.gif,github
3165,bodyweight standing row (with towel),back,upper back,body weight,biceps; shoulders,back,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3165-uTv34oq.gif,github
0138,bottoms-up,waist,abs,body weight,obliques; hip flexors,waist,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0138-CI6baTY.gif,github
1374,box jump down with one leg stabilization,lower legs,calves,body weight,quadriceps; hamstrings; glutes,lower legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1374-iPm26QU.gif,github
2466,bridge - mountain climber (cross body),waist,abs,body weight,glutes; quadriceps; hamstrings; shoulders; triceps,waist,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2466-9c6T1YX.gif,github
0870,butt-ups,waist,abs,body weight,hip flexors; lower back,waist,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0870-qcNN2FN.gif,github
1494,butterfly yoga pose,upper legs,adductors,body weight,hamstrings; groin,upper legs,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1494-bWlZvXh.gif,github
0148,cable alternate shoulder press,shoulders,delts,cable,triceps; upper back,shoulders,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0148-KHPZL0b.gif,github
0149,cable alternate triceps extension,upper arms,triceps,cable,shoulders,upper arms,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0149-Gchi5Tr.gif,github
3235,cable assisted inverse leg curl,upper legs,hamstrings,cable,glutes; calves,upper legs,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3235-zHEpuuc.gif,github
0150,cable bar lateral pulldown,back,lats,cable,biceps; rhomboids; rear deltoids,back,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0150-eYnzaCm.gif,github
0151,cable bench press,chest,pectorals,cable,triceps; shoulders,chest,,8,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0151-7xI5MXA.gif,github
1630,cable close grip curl,upper arms,biceps,cable,forearms,upper arms,,8,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1630-BCGQ6J5.gif,github
1631,cable concentration curl,upper arms,biceps,cable,forearms,upper arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1631-NvfE43H.gif,github
0152,cable concentration extension (on knee),upper arms,triceps,cable,forearms,upper arms,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0152-Db7eEgw.gif,github
0153,cable cross-over lateral pulldown,back,lats,cable,biceps; rhomboids; rear deltoids,back,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0153-OQ1otBN.gif,github
0154,cable cross-over revers fly,shoulders,delts,cable,rhomboids; trapezius,shoulders,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0154-aqvSOQE.gif,github
0155,cable cross-over variation,chest,pectorals,cable,deltoids; triceps,chest,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0155-0CXGHya.gif,github
0868,cable curl,upper arms,biceps,cable,forearms,upper arms,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0868-G08RZcQ.gif,github
0157,cable deadlift,upper legs,glutes,cable,hamstrings; quadriceps; lower back,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0157-eGDudUV.gif,github
0158,cable decline fly,chest,pectorals,cable,shoulders; triceps,chest,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0158-7saC5zz.gif,github
1260,cable decline one arm press,chest,pectorals,cable,triceps; shoulders,chest,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1260-KHGNa16.gif,github
1261,cable decline press,chest,pectorals,cable,triceps; shoulders,chest,,8,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1261-2Pya1cP.gif,github
0159,cable decline seated wide-grip row,back,upper back,cable,biceps; forearms,back,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0159-kesXOpB.gif,github
1632,cable drag curl,upper arms,biceps,cable,forearms,upper arms,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1632-dXz8zjF.gif,github
0160,cable floor seated wide-grip row,back,upper back,cable,biceps; forearms,back,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0160-veXwo0D.gif,github
0161,cable forward raise,shoulders,delts,cable,triceps; forearms,shoulders,,5,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0161-hvHhCv8.gif,github
0162,cable front raise,shoulders,delts,cable,triceps; forearms,shoulders,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0162-u2X71Np.gif,github
0164,cable front shoulder raise,shoulders,delts,cable,trapezius; biceps,shoulders,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0164-mTT3KLn.gif,github
0165,cable hammer curl (with rope),upper arms,biceps,cable,forearms,upper arms,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0165-HPlPoQA.gif,github
1722,cable high pulley overhead tricep extension,upper arms,triceps,cable,shoulders,upper arms,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1722-1xHyxys.gif,github
0167,cable high row (kneeling),back,upper back,cable,biceps; shoulders,back,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0167-ZSJNetl.gif,github
0168,cable hip adduction,upper legs,adductors,cable,glutes; quadriceps,upper legs,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0168-hBGWILP.gif,github
0169,cable incline bench press,chest,pectorals,cable,deltoids; triceps,chest,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0169-Vh0GsK4.gif,github
1318,cable incline bench row,back,upper back,cable,biceps; rear deltoids,back,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1318-yaMIo4D.gif,github
0171,cable incline fly,chest,pectorals,cable,deltoids; triceps,chest,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0171-tBWXbIT.gif,github
0170,cable incline fly (on stability ball),chest,pectorals,cable,deltoids; triceps,chest,,9,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0170-27NNGFr.gif,github
0172,cable incline pushdown,back,lats,cable,triceps; shoulders,back,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0172-1PK5Uo3.gif,github
0173,cable incline triceps extension,upper arms,triceps,cable,shoulders,upper arms,,8,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0173-Hx1WC8I.gif,github
0174,cable judo flip,waist,abs,cable,obliques; shoulders,waist,,8,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0174-MvQPqVW.gif,github
0860,cable kickback,upper arms,triceps,cable,shoulders,upper arms,,7,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0860-HEJ6DIX.gif,github
3697,cable kneeling rear delt row (with rope) (male),shoulders,delts,cable,trapezius; rhomboids; biceps,shoulders,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3697-G61cXLk.gif,github
0176,cable kneeling triceps extension,upper arms,triceps,cable,shoulders,upper arms,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0176-KWdF2JI.gif,github
2330,cable lat pulldown full range of motion,back,lats,cable,biceps; rhomboids; rear deltoids,back,,6,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2330-LEprlgG.gif,github
0177,cable lateral pulldown (with rope attachment),back,lats,cable,biceps; forearms,back,,8,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0177-CuaWCmC.gif,github
