"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","Push Up",,"",4,"normal",,6,,,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","vacumm",,"",0,"normal",,,,31,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","vacumm",,"",1,"normal",,,,30,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","vacumm",,"",2,"normal",,,,29,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","vacumm",,"",3,"normal",,,,27,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","vacumm",,"",4,"normal",,,,33,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","vacumm",,"",5,"normal",,,,31,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","Hammer Curl (Dumbbell)",,"",0,"normal",3,12,,,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","Hammer Curl (Dumbbell)",,"",1,"normal",3,12,,,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","Hammer Curl (Dumbbell)",,"",2,"normal",3,12,,,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","Hammer Curl (Dumbbell)",,"",3,"normal",3,9,,,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","Hammer Curl (Dumbbell)",,"",4,"normal",3,9,,,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","Chest Fly (Band)",,"",0,"normal",1,12,,,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","Chest Fly (Band)",,"",1,"normal",2,10,,,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","Chest Fly (Band)",,"",2,"normal",2,10,,,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","Chest Fly (Band)",,"",3,"normal",2,9,,,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","Chest Fly (Band)",,"",4,"normal",2,9,,,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","Triceps Dip",,"",0,"normal",,12,,,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","Triceps Dip",,"",1,"normal",,12,,,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","Triceps Dip",,"",2,"normal",,12,,,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","Triceps Dip",,"",3,"normal",,12,,,
"W1 D2 ) Push up × 100","20 Feb 2025, 23:17","21 Feb 2025, 00:08","","Triceps Dip",,"",4,"normal",,12,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","vacumm",,"",0,"normal",,,,31,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","vacumm",,"",1,"normal",,,,31,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","vacumm",,"",2,"normal",,,,31,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","vacumm",,"",3,"normal",,,,31,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","Lateral Raise (Band)",,"",0,"normal",1,10,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","Lateral Raise (Band)",,"",1,"normal",1,10,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","Lateral Raise (Band)",,"",2,"normal",1,10,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","Handstand Push Up",,"",0,"normal",,12,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","Handstand Push Up",,"",1,"normal",,12,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","Handstand Push Up",,"",2,"normal",,10,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","Handstand Push Up",,"",3,"normal",,9,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","Handstand Push Up",,"",4,"normal",,8,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","Kipping Pull Up",,"",0,"normal",,8,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","Kipping Pull Up",,"",1,"normal",,8,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","Kipping Pull Up",,"",2,"normal",,8,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","Kipping Pull Up",,"",3,"normal",,8,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","nova shoulder back",,"",0,"normal",3,12,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","nova shoulder back",,"",1,"normal",3,11,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","nova shoulder back",,"",2,"normal",3,10,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","nova shoulder back",,"",3,"normal",3,8,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","nova shoulder back",,"",4,"normal",3,7,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","Bent Over Row (Band)",,"",0,"normal",2,12,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","Bent Over Row (Band)",,"",1,"normal",2,11,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","Bent Over Row (Band)",,"",2,"normal",2,10,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","Bent Over Row (Band)",,"",3,"normal",2,10,,,
"Squat","18 Feb 2025, 22:32","18 Feb 2025, 23:16","","Bent Over Row (Band)",,"",4,"normal",2,10,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Ab Wheel",,"",0,"normal",,12,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Ab Wheel",,"",1,"normal",,12,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Ab Wheel",,"",2,"normal",,12,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Ab Wheel",,"",3,"normal",,12,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Ab Wheel",,"",4,"normal",,12,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Push Up",,"",0,"normal",,12,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Push Up",,"",1,"normal",,11,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Push Up",,"",2,"normal",,9,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Push Up",,"",3,"normal",,8,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Push Up",,"",4,"normal",,6,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Hammer Curl (Dumbbell)",,"",0,"normal",3,12,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Hammer Curl (Dumbbell)",,"",1,"normal",3,12,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Hammer Curl (Dumbbell)",,"",2,"normal",3,8,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Hammer Curl (Dumbbell)",,"",3,"normal",3,7,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Hammer Curl (Dumbbell)",,"",4,"normal",3,9,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Chest Fly (Band)",,"",0,"normal",2,10,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Chest Fly (Band)",,"",1,"normal",2,10,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Chest Fly (Band)",,"",2,"normal",2,8,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Chest Fly (Band)",,"",3,"normal",2,9,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Chest Fly (Band)",,"",4,"normal",2,10,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Triceps Dip",,"",0,"normal",,12,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Triceps Dip",,"",1,"normal",,12,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Triceps Dip",,"",2,"normal",,12,,,
"W1 D2 ) Push up × 100","17 Feb 2025, 23:16","18 Feb 2025, 00:08","","Triceps Dip",,"",3,"normal",,12,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Lateral Raise (Band)",,"",0,"normal",1,12,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Lateral Raise (Band)",,"",1,"normal",1,8,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Lateral Raise (Band)",,"",2,"normal",1,8,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Lateral Raise (Band)",,"",3,"normal",1,8,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Lateral Raise (Band)",,"",4,"normal",,10,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Handstand Push Up",,"",0,"normal",,12,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Handstand Push Up",,"",1,"normal",,10,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Handstand Push Up",,"",2,"normal",,9,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Handstand Push Up",,"",3,"normal",,8,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Handstand Push Up",,"",4,"normal",,7,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Kipping Pull Up",,"",0,"normal",,8,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Kipping Pull Up",,"",1,"normal",,8,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Kipping Pull Up",,"",2,"normal",,8,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Kipping Pull Up",,"",3,"normal",,8,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Kipping Pull Up",,"",4,"normal",,8,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","nova shoulder back",,"",0,"normal",3,12,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","nova shoulder back",,"",1,"normal",3,12,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","nova shoulder back",,"",2,"normal",3,10,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","nova shoulder back",,"",3,"normal",3,10,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","nova shoulder back",,"",4,"normal",3,8,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Bent Over Row (Band)",,"",0,"normal",2,10,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Bent Over Row (Band)",,"",1,"normal",2,11,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Bent Over Row (Band)",,"",2,"normal",2,10,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Bent Over Row (Band)",,"",3,"normal",2,10,,,
"Squat","16 Feb 2025, 21:36","16 Feb 2025, 22:16","","Bent Over Row (Band)",,"",4,"normal",2,10,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Ab Wheel",,"",0,"normal",,12,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Ab Wheel",,"",1,"normal",,12,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Ab Wheel",,"",2,"normal",,12,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Ab Wheel",,"",3,"normal",,12,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Ab Wheel",,"",4,"normal",,12,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Push Up",,"",0,"normal",,12,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Push Up",,"",1,"normal",,12,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Push Up",,"",2,"normal",,8,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Push Up",,"",3,"normal",,6,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Kneeling Push Up",,"",0,"normal",,14,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Hammer Curl (Dumbbell)",,"",0,"normal",3,12,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Hammer Curl (Dumbbell)",,"",1,"normal",3,12,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Hammer Curl (Dumbbell)",,"",2,"normal",3,10,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Hammer Curl (Dumbbell)",,"",3,"normal",3,7,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Hammer Curl (Dumbbell)",,"",4,"normal",3,6,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Chest Fly (Band)",,"",0,"normal",2,9,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Chest Fly (Band)",,"",1,"normal",2,8,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Chest Fly (Band)",,"",2,"normal",2,7,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Chest Fly (Band)",,"",3,"normal",2,10,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Chest Fly (Band)",,"",4,"normal",2,8,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Triceps Dip",,"",0,"normal",,12,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Triceps Dip",,"",1,"normal",,12,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Triceps Dip",,"",2,"normal",,10,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Triceps Dip",,"",3,"normal",,11,,,
"W1 D2 ) Push up × 100","15 Feb 2025, 22:43","15 Feb 2025, 23:30","","Triceps Dip",,"",4,"normal",,12,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Lateral Raise (Band)",,"",0,"normal",1,11,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Lateral Raise (Band)",,"",1,"normal",1,10,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Lateral Raise (Band)",,"",2,"normal",1,10,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Lateral Raise (Band)",,"",3,"normal",1,9,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Lateral Raise (Band)",,"",4,"normal",,10,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Handstand Push Up",,"",0,"normal",,12,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Handstand Push Up",,"",1,"normal",,11,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Handstand Push Up",,"",2,"normal",,11,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Handstand Push Up",,"",3,"normal",,10,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Handstand Push Up",,"",4,"normal",,9,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Kipping Pull Up",,"",0,"normal",,10,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Kipping Pull Up",,"",1,"normal",,10,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Kipping Pull Up",,"",2,"normal",,10,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Kipping Pull Up",,"",3,"normal",,10,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Kipping Pull Up",,"",4,"normal",,10,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Bent Over Row (Band)",,"",0,"normal",2,10,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Bent Over Row (Band)",,"",1,"normal",2,10,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Bent Over Row (Band)",,"",2,"normal",2,10,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Bent Over Row (Band)",,"",3,"normal",2,10,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","Bent Over Row (Band)",,"",4,"normal",2,10,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","nova shoulder back",,"",0,"normal",3,12,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","nova shoulder back",,"",1,"normal",3,12,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","nova shoulder back",,"",2,"normal",3,12,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","nova shoulder back",,"",3,"normal",3,10,,,
"Squat","12 Feb 2025, 22:26","12 Feb 2025, 23:02","","nova shoulder back",,"",4,"normal",3,8,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Ab Wheel",,"",0,"normal",,12,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Ab Wheel",,"",1,"normal",,12,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Ab Wheel",,"",2,"normal",,12,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Ab Wheel",,"",3,"normal",,12,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Ab Wheel",,"",4,"normal",,12,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Push Up",,"",0,"normal",,12,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Push Up",,"",1,"normal",,11,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Push Up",,"",2,"normal",,7,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Push Up",,"",3,"normal",,6,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Kneeling Push Up",,"",0,"normal",,12,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Hammer Curl (Dumbbell)",,"",0,"normal",3,12,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Hammer Curl (Dumbbell)",,"",1,"normal",3,12,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Hammer Curl (Dumbbell)",,"",2,"normal",3,11,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Hammer Curl (Dumbbell)",,"",3,"normal",3,12,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Hammer Curl (Dumbbell)",,"",4,"normal",3,8,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Chest Fly (Band)",,"",0,"normal",1,12,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Chest Fly (Band)",,"",1,"normal",1,12,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Chest Fly (Band)",,"",2,"normal",1,12,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Chest Fly (Band)",,"",3,"normal",1,12,,,
"W1 D2 ) Push up × 100","11 Feb 2025, 22:30","11 Feb 2025, 23:18","","Chest Fly (Band)",,"",4,"normal",1,12,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Handstand Push Up",,"",0,"normal",,12,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Handstand Push Up",,"",1,"normal",,10,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Handstand Push Up",,"",2,"normal",,10,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Handstand Push Up",,"",3,"normal",,10,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Handstand Push Up",,"",4,"normal",,10,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Bent Over Row (Band)",,"",0,"normal",2,10,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Bent Over Row (Band)",,"",1,"normal",2,10,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Bent Over Row (Band)",,"",2,"normal",2,10,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Bent Over Row (Band)",,"",3,"normal",2,10,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Bent Over Row (Band)",,"",4,"normal",2,10,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","nova shoulder back",,"",0,"normal",3,12,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","nova shoulder back",,"",1,"normal",3,12,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","nova shoulder back",,"",2,"normal",3,12,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","nova shoulder back",,"",3,"normal",3,10,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","nova shoulder back",,"",4,"normal",3,11,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Nova Back Row",,"",0,"normal",2,10,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Nova Back Row",,"",1,"normal",2,10,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Nova Back Row",,"",2,"normal",2,10,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Nova Back Row",,"",3,"normal",2,10,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Nova Back Row",,"",4,"normal",2,10,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Kipping Pull Up",,"",0,"normal",,8,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Kipping Pull Up",,"",1,"normal",,8,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Kipping Pull Up",,"",2,"normal",,8,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Kipping Pull Up",,"",3,"normal",,8,,,
"Squat","10 Feb 2025, 00:25","10 Feb 2025, 00:52","","Kipping Pull Up",,"",4,"normal",,6,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Ab Wheel",,"",0,"normal",,12,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Ab Wheel",,"",1,"normal",,12,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Ab Wheel",,"",2,"normal",,12,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Ab Wheel",,"",3,"normal",,12,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Ab Wheel",,"",4,"normal",,12,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Push Up",,"",0,"normal",,11,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Push Up",,"",1,"normal",,11,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Push Up",,"",2,"normal",,9,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Push Up",,"",3,"normal",,7,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Kneeling Push Up",,"",0,"normal",,12,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Hammer Curl (Dumbbell)",,"",0,"normal",3,12,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Hammer Curl (Dumbbell)",,"",1,"normal",3,12,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Hammer Curl (Dumbbell)",,"",2,"normal",3,11,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Hammer Curl (Dumbbell)",,"",3,"normal",3,9,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Hammer Curl (Dumbbell)",,"",4,"normal",3,8,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Chest Fly (Band)",,"",0,"normal",1,12,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Chest Fly (Band)",,"",1,"normal",1,12,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Chest Fly (Band)",,"",2,"normal",1,12,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Chest Fly (Band)",,"",3,"normal",1,12,,,
"W1 D2 ) Push up × 100","9 Feb 2025, 00:17","9 Feb 2025, 00:54","","Chest Fly (Band)",,"",4,"normal",1,12,,,
"W1 D2 ) Push up × 100","6 Feb 2025, 22:51","6 Feb 2025, 23:41","","Ab Wheel",,"",0,"normal",,12,,,
