"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Shoulder / back","17 Feb 2026, 23:34","18 Feb 2026, 00:00","","Pike Pushup",,"",2,"normal",,8,,,
"Shoulder / back","17 Feb 2026, 23:34","18 Feb 2026, 00:00","","Pike Pushup",,"",3,"normal",,7,,,
"Shoulder / back","17 Feb 2026, 23:34","18 Feb 2026, 00:00","","Lateral Raise (Band)",,"",0,"normal",1,15,,,
"Shoulder / back","17 Feb 2026, 23:34","18 Feb 2026, 00:00","","Lateral Raise (Band)",,"",1,"normal",1,15,,,
"Shoulder / back","17 Feb 2026, 23:34","18 Feb 2026, 00:00","","Lateral Raise (Band)",,"",2,"normal",1,15,,,
"Shoulder / back","17 Feb 2026, 23:34","18 Feb 2026, 00:00","","Lateral Raise (Band)",,"",3,"normal",1,15,,,
"Shoulder / back","17 Feb 2026, 23:34","18 Feb 2026, 00:00","","Lateral Raise (Band)",,"",4,"normal",1,15,,,
"Shoulder / back","17 Feb 2026, 23:34","18 Feb 2026, 00:00","","Band Pullaparts",,"",0,"normal",,10,,,
"Shoulder / back","17 Feb 2026, 23:34","18 Feb 2026, 00:00","","Band Pullaparts",,"",1,"normal",,15,,,
"Shoulder / back","17 Feb 2026, 23:34","18 Feb 2026, 00:00","","Band Pullaparts",,"",2,"normal",,15,,,
"Shoulder / back","17 Feb 2026, 23:34","18 Feb 2026, 00:00","","Band Pullaparts",,"",3,"normal",,15,,,
"Shoulder / back","17 Feb 2026, 23:34","18 Feb 2026, 00:00","","Band Pullaparts",,"",4,"normal",,15,,,
"Late night workout 🌙","16 Feb 2026, 23:49","16 Feb 2026, 23:58","","Kneeling Push Up",,"",0,"normal",,9,,,
"Late night workout 🌙","16 Feb 2026, 23:49","16 Feb 2026, 23:58","","Kneeling Push Up",,"",1,"normal",,9,,,
"Late night workout 🌙","16 Feb 2026, 23:49","16 Feb 2026, 23:58","","Kneeling Push Up",,"",2,"normal",,8,,,
"Late night workout 🌙","16 Feb 2026, 23:49","16 Feb 2026, 23:58","","Lat Pulldown (Band)",,"",0,"normal",15,10,,,
"Late night workout 🌙","16 Feb 2026, 23:49","16 Feb 2026, 23:58","","Lat Pulldown (Band)",,"",1,"normal",15,10,,,
"Chest Arm","16 Feb 2026, 08:16","16 Feb 2026, 08:42","","Incline Bench Press (Smith Machine)",,"",0,"normal",40,9,,,
"Chest Arm","16 Feb 2026, 08:16","16 Feb 2026, 08:42","","Incline Bench Press (Smith Machine)",,"",1,"normal",40,8,,,
"Chest Arm","16 Feb 2026, 08:16","16 Feb 2026, 08:42","","Incline Bench Press (Smith Machine)",,"",2,"normal",40,6,,,
"Chest Arm","16 Feb 2026, 08:16","16 Feb 2026, 08:42","","Incline Bench Press (Smith Machine)",,"",3,"normal",40,6,,,
"Chest Arm","16 Feb 2026, 08:16","16 Feb 2026, 08:42","","Chest Press (Machine)",,"",0,"normal",60,10,,,
"Chest Arm","16 Feb 2026, 08:16","16 Feb 2026, 08:42","","Chest Press (Machine)",,"",1,"normal",60,10,,,
"Chest Arm","16 Feb 2026, 08:16","16 Feb 2026, 08:42","","Chest Press (Machine)",,"",2,"normal",60,10,,,
"Chest Arm","16 Feb 2026, 08:16","16 Feb 2026, 08:42","","Chest Press (Machine)",,"",3,"normal",60,11,,,
"Chest Arm","16 Feb 2026, 08:16","16 Feb 2026, 08:42","","Lat Pulldown (Machine)",,"",0,"normal",100,15,,,
"Chest Arm","16 Feb 2026, 08:16","16 Feb 2026, 08:42","","Lat Pulldown (Machine)",,"",1,"normal",110,11,,,
"Chest Arm","16 Feb 2026, 08:16","16 Feb 2026, 08:42","","Lat Pulldown (Machine)",,"",2,"normal",110,8,,,
"Chest Arm","16 Feb 2026, 08:16","16 Feb 2026, 08:42","","Lat Pulldown (Machine)",,"",3,"normal",110,7,,,
"Hip and sqart","15 Feb 2026, 00:10","15 Feb 2026, 00:30","","Glute Bridge",,"",0,"normal",,20,,,
"Hip and sqart","15 Feb 2026, 00:10","15 Feb 2026, 00:30","","Glute Bridge",,"",1,"normal",,20,,,
"Hip and sqart","15 Feb 2026, 00:10","15 Feb 2026, 00:30","","Glute Bridge",,"",2,"normal",,20,,,
"Hip and sqart","15 Feb 2026, 00:10","15 Feb 2026, 00:30","","Glute Bridge",,"",3,"normal",,20,,,
"Hip and sqart","15 Feb 2026, 00:10","15 Feb 2026, 00:30","","Glute Kickback on Floor",,"",0,"normal",,20,,,
"Hip and sqart","15 Feb 2026, 00:10","15 Feb 2026, 00:30","","Glute Kickback on Floor",,"",1,"normal",,20,,,
"Hip and sqart","15 Feb 2026, 00:10","15 Feb 2026, 00:30","","Glute Kickback on Floor",,"",2,"normal",,20,,,
"Hip and sqart","15 Feb 2026, 00:10","15 Feb 2026, 00:30","","Squat (Bodyweight)",,"",0,"normal",,20,,,
"Afternoon workout 💪","14 Feb 2026, 13:01","14 Feb 2026, 13:22","","Pike Pushup",,"",0,"normal",,7,,,
"Afternoon workout 💪","14 Feb 2026, 13:01","14 Feb 2026, 13:22","","Pike Pushup",,"",1,"normal",,6,,,
"Afternoon workout 💪","14 Feb 2026, 13:01","14 Feb 2026, 13:22","","Pike Pushup",,"",2,"normal",,6,,,
"Afternoon workout 💪","14 Feb 2026, 13:01","14 Feb 2026, 13:22","","Pike Pushup",,"",3,"normal",,5,,,
"Afternoon workout 💪","14 Feb 2026, 13:01","14 Feb 2026, 13:22","","Lateral Raise (Band)",,"",0,"normal",1,15,,,
"Afternoon workout 💪","14 Feb 2026, 13:01","14 Feb 2026, 13:22","","Lateral Raise (Band)",,"",1,"normal",1,15,,,
"Afternoon workout 💪","14 Feb 2026, 13:01","14 Feb 2026, 13:22","","Lateral Raise (Band)",,"",2,"normal",1,15,,,
"Afternoon workout 💪","14 Feb 2026, 13:01","14 Feb 2026, 13:22","","Lateral Raise (Band)",,"",3,"normal",1,13,,,
"Afternoon workout 💪","14 Feb 2026, 13:01","14 Feb 2026, 13:22","","Band Pullaparts",,"",0,"normal",,15,,,
"Afternoon workout 💪","14 Feb 2026, 13:01","14 Feb 2026, 13:22","","Band Pullaparts",,"",1,"normal",,15,,,
"Afternoon workout 💪","14 Feb 2026, 13:01","14 Feb 2026, 13:22","","Band Pullaparts",,"",2,"normal",,15,,,
"Afternoon workout 💪","14 Feb 2026, 13:01","14 Feb 2026, 13:22","","Band Pullaparts",,"",3,"normal",,15,,,
"Rest Routine","13 Feb 2026, 23:41","14 Feb 2026, 00:18","","Push Up",,"",0,"normal",,10,,,
"Rest Routine","13 Feb 2026, 23:41","14 Feb 2026, 00:18","","Push Up",,"",1,"normal",,7,,,
"Rest Routine","13 Feb 2026, 23:41","14 Feb 2026, 00:18","","Push Up",,"",2,"normal",,4,,,
"Rest Routine","13 Feb 2026, 23:41","14 Feb 2026, 00:18","","Kneeling Push Up",,"",0,"normal",,10,,,
"Rest Routine","13 Feb 2026, 23:41","14 Feb 2026, 00:18","","Kneeling Push Up",,"",1,"normal",,10,,,
"Rest Routine","13 Feb 2026, 23:41","14 Feb 2026, 00:18","","Kneeling Push Up",,"",2,"normal",,8,,,
"Rest Routine","13 Feb 2026, 23:41","14 Feb 2026, 00:18","","Scapular Pull Ups",,"",0,"normal",,10,,,
"Rest Routine","13 Feb 2026, 23:41","14 Feb 2026, 00:18","","Scapular Pull Ups",,"",1,"normal",,10,,,
"Rest Routine","13 Feb 2026, 23:41","14 Feb 2026, 00:18","","Scapular Pull Ups",,"",2,"normal",,10,,,
"Rest Routine","13 Feb 2026, 23:41","14 Feb 2026, 00:18","","Lat Pulldown (Band)",,"",0,"normal",15,12,,,
"Rest Routine","13 Feb 2026, 23:41","14 Feb 2026, 00:18","","Lat Pulldown (Band)",,"",1,"normal",15,12,,,
"Rest Routine","13 Feb 2026, 23:41","14 Feb 2026, 00:18","","Lat Pulldown (Band)",,"",2,"normal",15,12,,,
"Rest Routine","13 Feb 2026, 23:41","14 Feb 2026, 00:18","","Lat Pulldown (Band)",,"",3,"normal",15,8,,,
"Rest Routine","13 Feb 2026, 23:41","14 Feb 2026, 00:18","","Chest Press (Band)",,"",0,"normal",,10,,,
"Rest Routine","13 Feb 2026, 23:41","14 Feb 2026, 00:18","","Chest Press (Band)",,"",1,"normal",,12,,,
"Rest Routine","13 Feb 2026, 23:41","14 Feb 2026, 00:18","","Chest Press (Band)",,"",2,"normal",,12,,,
"Rest Routine","13 Feb 2026, 23:41","14 Feb 2026, 00:18","","Chest Press (Band)",,"",3,"normal",,12,,,
"Chest Arm","11 Feb 2026, 08:30","11 Feb 2026, 08:52","","Incline Bench Press (Smith Machine)",,"",0,"normal",40,7,,,
"Chest Arm","11 Feb 2026, 08:30","11 Feb 2026, 08:52","","Incline Bench Press (Smith Machine)",,"",1,"normal",40,7,,,
"Chest Arm","11 Feb 2026, 08:30","11 Feb 2026, 08:52","","Incline Bench Press (Smith Machine)",,"",2,"normal",40,6,,,
"Chest Arm","11 Feb 2026, 08:30","11 Feb 2026, 08:52","","Incline Bench Press (Smith Machine)",,"",3,"normal",40,5,,,
"Chest Arm","11 Feb 2026, 08:30","11 Feb 2026, 08:52","","Chest Press (Machine)",,"",0,"normal",60,9,,,
"Chest Arm","11 Feb 2026, 08:30","11 Feb 2026, 08:52","","Chest Press (Machine)",,"",1,"normal",60,9,,,
"Chest Arm","11 Feb 2026, 08:30","11 Feb 2026, 08:52","","Chest Press (Machine)",,"",2,"normal",60,9,,,
"Chest Arm","11 Feb 2026, 08:30","11 Feb 2026, 08:52","","Chest Press (Machine)",,"",3,"normal",60,12,,,
"Chest Arm","11 Feb 2026, 08:30","11 Feb 2026, 08:52","","Lat Pulldown (Machine)",,"",0,"normal",100,12,,,
"Chest Arm","11 Feb 2026, 08:30","11 Feb 2026, 08:52","","Lat Pulldown (Machine)",,"",1,"normal",100,12,,,
"Chest Arm","11 Feb 2026, 08:30","11 Feb 2026, 08:52","","Lat Pulldown (Machine)",,"",2,"normal",100,8,,,
"Chest Arm","10 Feb 2026, 08:06","10 Feb 2026, 08:26","","EZ Bar Biceps Curl",,"",0,"normal",20,12,,,
"Chest Arm","10 Feb 2026, 08:06","10 Feb 2026, 08:26","","EZ Bar Biceps Curl",,"",1,"normal",20,12,,,
"Chest Arm","10 Feb 2026, 08:06","10 Feb 2026, 08:26","","EZ Bar Biceps Curl",,"",2,"normal",20,10,,,
"Chest Arm","10 Feb 2026, 08:06","10 Feb 2026, 08:26","","EZ Bar Biceps Curl",,"",3,"normal",20,8,,,
"Chest Arm","10 Feb 2026, 08:06","10 Feb 2026, 08:26","","Lateral Raise (Dumbbell)",,"",0,"normal",10,12,,,
"Chest Arm","10 Feb 2026, 08:06","10 Feb 2026, 08:26","","Lateral Raise (Dumbbell)",,"",1,"normal",10,12,,,
"Chest Arm","10 Feb 2026, 08:06","10 Feb 2026, 08:26","","Lateral Raise (Dumbbell)",,"",2,"normal",10,12,,,
"Chest Arm","10 Feb 2026, 08:06","10 Feb 2026, 08:26","","Front Raise (Dumbbell)",,"",0,"normal",10,12,,,
"Chest Arm","10 Feb 2026, 08:06","10 Feb 2026, 08:26","","Front Raise (Dumbbell)",,"",1,"normal",10,12,,,
"Chest Arm","10 Feb 2026, 08:06","10 Feb 2026, 08:26","","Front Raise (Dumbbell)",,"",2,"normal",10,12,,,
"Chest Arm","9 Feb 2026, 07:39","9 Feb 2026, 08:15","","Incline Bench Press (Smith Machine)",,"",0,"normal",50,6,,,
"Chest Arm","9 Feb 2026, 07:39","9 Feb 2026, 08:15","","Incline Bench Press (Smith Machine)",,"",1,"normal",50,5,,,
"Chest Arm","9 Feb 2026, 07:39","9 Feb 2026, 08:15","","Incline Bench Press (Smith Machine)",,"",2,"normal",50,5,,,
"Chest Arm","9 Feb 2026, 07:39","9 Feb 2026, 08:15","","Incline Bench Press (Smith Machine)",,"",3,"normal",40,5,,,
"Chest Arm","9 Feb 2026, 07:39","9 Feb 2026, 08:15","","Chest Fly (Machine)",,"",0,"normal",60,15,,,
"Chest Arm","9 Feb 2026, 07:39","9 Feb 2026, 08:15","","Chest Fly (Machine)",,"",1,"normal",60,12,,,
"Chest Arm","9 Feb 2026, 07:39","9 Feb 2026, 08:15","","Chest Fly (Machine)",,"",2,"normal",50,12,,,
"Chest Arm","9 Feb 2026, 07:39","9 Feb 2026, 08:15","","Chest Fly (Machine)",,"",3,"normal",50,10,,,
"Chest Arm","9 Feb 2026, 07:39","9 Feb 2026, 08:15","","Chest Press (Machine)",,"",0,"normal",50,12,,,
"Chest Arm","9 Feb 2026, 07:39","9 Feb 2026, 08:15","","Chest Press (Machine)",,"",1,"normal",50,12,,,
"Chest Arm","9 Feb 2026, 07:39","9 Feb 2026, 08:15","","Chest Press (Machine)",,"",2,"normal",50,12,,,
"Chest Arm","9 Feb 2026, 07:39","9 Feb 2026, 08:15","","Chest Press (Machine)",,"",3,"normal",60,4,,,
"Chest Arm","9 Feb 2026, 07:39","9 Feb 2026, 08:15","","Lat Pulldown (Machine)",,"",0,"normal",100,12,,,
"Chest Arm","9 Feb 2026, 07:39","9 Feb 2026, 08:15","","Lat Pulldown (Machine)",,"",1,"normal",100,12,,,
"Chest Arm","9 Feb 2026, 07:39","9 Feb 2026, 08:15","","Lat Pulldown (Machine)",,"",2,"normal",90,12,,,
"Chest Arm","9 Feb 2026, 07:39","9 Feb 2026, 08:15","","Lat Pulldown (Machine)",,"",3,"normal",80,12,,,
"Rest Routine","8 Feb 2026, 02:04","8 Feb 2026, 02:34","","Push Up",,"",0,"normal",,10,,,
"Rest Routine","8 Feb 2026, 02:04","8 Feb 2026, 02:34","","Push Up",,"",1,"normal",,8,,,
"Rest Routine","8 Feb 2026, 02:04","8 Feb 2026, 02:34","","Push Up",,"",2,"normal",,6,,,
"Rest Routine","8 Feb 2026, 02:04","8 Feb 2026, 02:34","","Kneeling Push Up",,"",0,"normal",,10,,,
"Rest Routine","8 Feb 2026, 02:04","8 Feb 2026, 02:34","","Kneeling Push Up",,"",1,"normal",,10,,,
"Rest Routine","8 Feb 2026, 02:04","8 Feb 2026, 02:34","","Scapular Pull Ups",,"",0,"normal",,10,,,
"Rest Routine","8 Feb 2026, 02:04","8 Feb 2026, 02:34","","Scapular Pull Ups",,"",1,"normal",,10,,,
"Rest Routine","8 Feb 2026, 02:04","8 Feb 2026, 02:34","","Scapular Pull Ups",,"",2,"normal",,10,,,
"Rest Routine","8 Feb 2026, 02:04","8 Feb 2026, 02:34","","Nova Uppet Chest",,"",0,"normal",,15,,,
"Rest Routine","8 Feb 2026, 02:04","8 Feb 2026, 02:34","","Nova Uppet Chest",,"",1,"normal",,15,,,
"Rest Routine","8 Feb 2026, 02:04","8 Feb 2026, 02:34","","Nova Uppet Chest",,"",2,"normal",,15,,,
"Rest Routine","8 Feb 2026, 02:04","8 Feb 2026, 02:34","","Nova Uppet Chest",,"",3,"normal",,15,,,
"Rest Routine","8 Feb 2026, 02:04","8 Feb 2026, 02:34","","Nova Uppet Chest",,"",4,"normal",,15,,,
"Rest Routine","8 Feb 2026, 02:04","8 Feb 2026, 02:34","","Lat Pulldown (Band)",,"",0,"normal",15,12,,,
"Rest Routine","8 Feb 2026, 02:04","8 Feb 2026, 02:34","","Lat Pulldown (Band)",,"",1,"normal",15,13,,,
"Rest Routine","8 Feb 2026, 02:04","8 Feb 2026, 02:34","","Lat Pulldown (Band)",,"",2,"normal",15,13,,,
"Rest Routine","8 Feb 2026, 02:04","8 Feb 2026, 02:34","","Lat Pulldown (Band)",,"",3,"normal",15,10,,,
"Chest Arm","5 Feb 2026, 07:54","5 Feb 2026, 08:26","","Incline Bench Press (Smith Machine)",,"",0,"normal",50,8,,,
"Chest Arm","5 Feb 2026, 07:54","5 Feb 2026, 08:26","","Incline Bench Press (Smith Machine)",,"",1,"normal",50,7,,,
"Chest Arm","5 Feb 2026, 07:54","5 Feb 2026, 08:26","","Incline Bench Press (Smith Machine)",,"",2,"normal",50,6,,,
"Chest Arm","5 Feb 2026, 07:54","5 Feb 2026, 08:26","","Chest Fly (Machine)",,"",0,"normal",70,7,,,
"Chest Arm","5 Feb 2026, 07:54","5 Feb 2026, 08:26","","Chest Fly (Machine)",,"",1,"normal",60,15,,,
"Chest Arm","5 Feb 2026, 07:54","5 Feb 2026, 08:26","","Chest Fly (Machine)",,"",2,"normal",50,15,,,
"Chest Arm","5 Feb 2026, 07:54","5 Feb 2026, 08:26","","Chest Fly (Machine)",,"",3,"normal",50,12,,,
"Chest Arm","5 Feb 2026, 07:54","5 Feb 2026, 08:26","","Chest Press (Machine)",,"",0,"normal",50,12,,,
"Chest Arm","5 Feb 2026, 07:54","5 Feb 2026, 08:26","","Chest Press (Machine)",,"",1,"normal",60,12,,,
"Chest Arm","5 Feb 2026, 07:54","5 Feb 2026, 08:26","","Chest Press (Machine)",,"",2,"normal",60,12,,,
"Chest Arm","5 Feb 2026, 07:54","5 Feb 2026, 08:26","","Lat Pulldown (Machine)",,"",0,"normal",70,15,,,
"Chest Arm","5 Feb 2026, 07:54","5 Feb 2026, 08:26","","Lat Pulldown (Machine)",,"",1,"normal",80,18,,,
"Chest Arm","5 Feb 2026, 07:54","5 Feb 2026, 08:26","","Lat Pulldown (Machine)",,"",2,"normal",90,15,,,
"Chest Arm","5 Feb 2026, 07:54","5 Feb 2026, 08:26","","Lat Pulldown (Machine)",,"",3,"normal",90,12,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Push Up",,"",0,"normal",,8,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Push Up",,"",1,"normal",,8,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Push Up",,"",2,"normal",,7,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Kneeling Push Up",,"",0,"normal",,12,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Kneeling Push Up",,"",1,"normal",,10,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Scapular Pull Ups",,"",0,"normal",,12,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Scapular Pull Ups",,"",1,"normal",,10,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Scapular Pull Ups",,"",2,"normal",,10,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Scapular Pull Ups",,"",3,"normal",,7,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Nova Uppet Chest",,"",0,"normal",,12,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Nova Uppet Chest",,"",1,"normal",,14,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Nova Uppet Chest",,"",2,"normal",,15,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Nova Uppet Chest",,"",3,"normal",,15,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Nova Uppet Chest",,"",4,"normal",,12,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Lat Pulldown (Band)",,"",0,"normal",15,12,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Lat Pulldown (Band)",,"",1,"normal",15,13,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Lat Pulldown (Band)",,"",2,"normal",15,13,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Lat Pulldown (Band)",,"",3,"normal",15,13,,,
"Rest Routine","1 Feb 2026, 16:57","1 Feb 2026, 17:31","","Lat Pulldown (Band)",,"",4,"normal",15,13,,,
"Rest Routine","29 Jan 2026, 23:22","29 Jan 2026, 23:56","","Push Up",,"",0,"normal",,8,,,
"Rest Routine","29 Jan 2026, 23:22","29 Jan 2026, 23:56","","Push Up",,"",1,"normal",,6,,,
"Rest Routine","29 Jan 2026, 23:22","29 Jan 2026, 23:56","","Push Up",,"",2,"normal",,6,,,
"Rest Routine","29 Jan 2026, 23:22","29 Jan 2026, 23:56","","Kneeling Push Up",,"",0,"normal",,10,,,
"Rest Routine","29 Jan 2026, 23:22","29 Jan 2026, 23:56","","Kneeling Push Up",,"",1,"normal",,10,,,
"Rest Routine","29 Jan 2026, 23:22","29 Jan 2026, 23:56","","Scapular Pull Ups",,"",0,"normal",,10,,,
"Rest Routine","29 Jan 2026, 23:22","29 Jan 2026, 23:56","","Scapular Pull Ups",,"",1,"normal",,10,,,
"Rest Routine","29 Jan 2026, 23:22","29 Jan 2026, 23:56","","Scapular Pull Ups",,"",2,"normal",,10,,,
"Rest Routine","29 Jan 2026, 23:22","29 Jan 2026, 23:56","","Scapular Pull Ups",,"",3,"normal",,5,,,
"Rest Routine","29 Jan 2026, 23:22","29 Jan 2026, 23:56","","Nova Uppet Chest",,"",0,"normal",,12,,,
"Rest Routine","29 Jan 2026, 23:22","29 Jan 2026, 23:56","","Nova Uppet Chest",,"",1,"normal",,12,,,
"Rest Routine","29 Jan 2026, 23:22","29 Jan 2026, 23:56","","Nova Uppet Chest",,"",2,"normal",,12,,,
"Rest Routine","29 Jan 2026, 23:22","29 Jan 2026, 23:56","","Nova Uppet Chest",,"",3,"normal",,12,,,
"Rest Routine","29 Jan 2026, 23:22","29 Jan 2026, 23:56","","Lat Pulldown (Band)",,"",0,"normal",15,12,,,
"Rest Routine","29 Jan 2026, 23:22","29 Jan 2026, 23:56","","Lat Pulldown (Band)",,"",1,"normal",15,12,,,
"Rest Routine","29 Jan 2026, 23:22","29 Jan 2026, 23:56","","Lat Pulldown (Band)",,"",2,"normal",15,12,,,
"Rest Routine","28 Jan 2026, 00:22","28 Jan 2026, 00:45","","Push Up",,"",0,"normal",,8,,,
"Rest Routine","28 Jan 2026, 00:22","28 Jan 2026, 00:45","","Push Up",,"",1,"normal",,8,,,
"Rest Routine","28 Jan 2026, 00:22","28 Jan 2026, 00:45","","Push Up",,"",2,"normal",,5,,,
"Rest Routine","28 Jan 2026, 00:22","28 Jan 2026, 00:45","","Kneeling Push Up",,"",0,"normal",,11,,,
"Rest Routine","28 Jan 2026, 00:22","28 Jan 2026, 00:45","","Scapular Pull Ups",,"",0,"normal",,10,,,
"Rest Routine","28 Jan 2026, 00:22","28 Jan 2026, 00:45","","Scapular Pull Ups",,"",1,"normal",,8,,,
"Rest Routine","28 Jan 2026, 00:22","28 Jan 2026, 00:45","","Scapular Pull Ups",,"",2,"normal",,10,,,
"Rest Routine","28 Jan 2026, 00:22","28 Jan 2026, 00:45","","Scapular Pull Ups",,"",3,"normal",,5,,,
"Rest Routine","28 Jan 2026, 00:22","28 Jan 2026, 00:45","","Nova Uppet Chest",,"",0,"normal",,13,,,
"Rest Routine","28 Jan 2026, 00:22","28 Jan 2026, 00:45","","Nova Uppet Chest",,"",1,"normal",,12,,,
"Rest Routine","28 Jan 2026, 00:22","28 Jan 2026, 00:45","","Nova Uppet Chest",,"",2,"normal",,12,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Kneeling Push Up",,"",0,"normal",,12,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Kneeling Push Up",,"",1,"normal",,12,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Kneeling Push Up",,"",2,"normal",,12,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Kneeling Push Up",,"",3,"normal",,9,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Scapular Pull Ups",,"",0,"normal",,8,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Scapular Pull Ups",,"",1,"normal",,8,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Scapular Pull Ups",,"",2,"normal",,8,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Scapular Pull Ups",,"",3,"normal",,8,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Nova Uppet Chest",,"",0,"normal",,12,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Nova Uppet Chest",,"",1,"normal",,12,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Nova Uppet Chest",,"",2,"normal",,12,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Nova Uppet Chest",,"",3,"normal",,12,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Nova Uppet Chest",,"",4,"normal",,12,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Lat Pulldown (Band)",,"",0,"normal",15,12,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Lat Pulldown (Band)",,"",1,"normal",15,12,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Lat Pulldown (Band)",,"",2,"normal",15,12,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Lat Pulldown (Band)",,"",3,"normal",15,12,,,
"Rest Routine","24 Jan 2026, 17:14","24 Jan 2026, 17:39","","Lat Pulldown (Band)",,"",4,"normal",,7,,,
"Rest Routine","23 Jan 2026, 00:36","23 Jan 2026, 00:57","","Kneeling Push Up",,"",0,"normal",,12,,,
"Rest Routine","23 Jan 2026, 00:36","23 Jan 2026, 00:57","","Kneeling Push Up",,"",1,"normal",,12,,,
"Rest Routine","23 Jan 2026, 00:36","23 Jan 2026, 00:57","","Kneeling Push Up",,"",2,"normal",,12,,,
"Rest Routine","23 Jan 2026, 00:36","23 Jan 2026, 00:57","","Kneeling Push Up",,"",3,"normal",,9,,,
"Rest Routine","23 Jan 2026, 00:36","23 Jan 2026, 00:57","","Scapular Pull Ups",,"",0,"normal",,8,,,
"Rest Routine","23 Jan 2026, 00:36","23 Jan 2026, 00:57","","Scapular Pull Ups",,"",1,"normal",,8,,,
"Rest Routine","23 Jan 2026, 00:36","23 Jan 2026, 00:57","","Scapular Pull Ups",,"",2,"normal",,8,,,
"Rest Routine","23 Jan 2026, 00:36","23 Jan 2026, 00:57","","Scapular Pull Ups",,"",3,"normal",,6,,,
"Rest Routine","23 Jan 2026, 00:36","23 Jan 2026, 00:57","","Nova Uppet Chest",,"",0,"normal",,12,,,
"Rest Routine","23 Jan 2026, 00:36","23 Jan 2026, 00:57","","Nova Uppet Chest",,"",1,"normal",,12,,,
"Rest Routine","23 Jan 2026, 00:36","23 Jan 2026, 00:57","","Nova Uppet Chest",,"",2,"normal",,12,,,
"Rest Routine","19 Jan 2026, 14:29","19 Jan 2026, 14:41","","Kneeling Push Up",,"",0,"normal",,12,,,
"Rest Routine","19 Jan 2026, 14:29","19 Jan 2026, 14:41","","Kneeling Push Up",,"",1,"normal",,12,,,
"Rest Routine","19 Jan 2026, 14:29","19 Jan 2026, 14:41","","Kneeling Push Up",,"",2,"normal",,10,,,
"Rest Routine","19 Jan 2026, 14:29","19 Jan 2026, 14:41","","Kneeling Push Up",,"",3,"normal",,8,,,
"Rest Routine","19 Jan 2026, 14:29","19 Jan 2026, 14:41","","Scapular Pull Ups",,"",0,"normal",,7,,,
"Rest Routine","19 Jan 2026, 14:29","19 Jan 2026, 14:41","","Scapular Pull Ups",,"",1,"normal",,8,,,
"Rest Routine","19 Jan 2026, 14:29","19 Jan 2026, 14:41","","Scapular Pull Ups",,"",2,"normal",,8,,,
"Rest Routine","19 Jan 2026, 14:29","19 Jan 2026, 14:41","","Scapular Pull Ups",,"",3,"normal",,7,,,
